,trial_names,result
206,look_at_obj_in_light-KeyChain-None-FloorLamp-219_0:,FAIL
207,look_at_obj_in_light-KeyChain-None-FloorLamp-219_0:,FAIL
208,look_at_obj_in_light-KeyChain-None-FloorLamp-219_0:,FAIL
209,look_at_obj_in_light-Statue-None-DeskLamp-319_0:,PASS
210,look_at_obj_in_light-Box-None-FloorLamp-205_0:,FAIL
211,look_at_obj_in_light-Statue-None-DeskLamp-319_0:,PASS
212,look_at_obj_in_light-Box-None-FloorLamp-205_0:,PASS
213,look_at_obj_in_light-CreditCard-None-FloorLamp-224_0:,PASS
214,look_at_obj_in_light-CreditCard-None-FloorLamp-224_0:,PASS
215,look_at_obj_in_light-CreditCard-None-FloorLamp-224_0:,PASS
216,look_at_obj_in_light-CreditCard-None-FloorLamp-203_0:,FAIL
217,look_at_obj_in_light-CreditCard-None-FloorLamp-203_0:,FAIL
218,look_at_obj_in_light-CreditCard-None-FloorLamp-203_0:,PASS
219,look_at_obj_in_light-Laptop-None-DeskLamp-306_0:,PASS
220,look_at_obj_in_light-Pen-None-DeskLamp-305_0:,PASS
221,look_at_obj_in_light-Bowl-None-DeskLamp-304_0:,PASS
222,look_at_obj_in_light-Laptop-None-DeskLamp-306_0:,PASS
223,look_at_obj_in_light-Pen-None-DeskLamp-305_0:,FAIL
224,look_at_obj_in_light-Pillow-None-DeskLamp-303_0:,PASS
225,look_at_obj_in_light-Bowl-None-DeskLamp-304_0:,PASS
226,look_at_obj_in_light-Laptop-None-DeskLamp-306_0:,PASS
227,look_at_obj_in_light-Pillow-None-DeskLamp-303_0:,PASS
228,look_at_obj_in_light-Pen-None-DeskLamp-305_0:,PASS
229,look_at_obj_in_light-Bowl-None-DeskLamp-304_0:,PASS
230,look_at_obj_in_light-Statue-None-DeskLamp-319_0:,PASS
231,look_at_obj_in_light-Pillow-None-DeskLamp-303_0:,PASS
232,look_at_obj_in_light-BaseballBat-None-DeskLamp-305_0:,PASS
233,look_at_obj_in_light-Book-None-DeskLamp-305_0:,PASS
234,look_at_obj_in_light-Book-None-DeskLamp-305_0:,PASS
235,look_at_obj_in_light-Book-None-DeskLamp-305_0:,PASS
236,look_at_obj_in_light-CreditCard-None-FloorLamp-218_0:,PASS
237,look_at_obj_in_light-CreditCard-None-FloorLamp-218_0:,PASS
238,look_at_obj_in_light-CreditCard-None-FloorLamp-218_0:,FAIL
239,look_at_obj_in_light-Pencil-None-DeskLamp-306_0:,PASS
